Source,Target,Type,Weight,Timeset
0xd595710aedaba1d2e18bfdbab46ab796664c6d89,0x3ca9e32c8500dd200eb272cb98b23fa058500cae,Directed,119.191247165,2021-07-22T20:34:56
0xd49322add203c8e04acdd53b7ff14b5e0ac861d7,0x057e7d1d0d5ce9903af16622a463dc8f6af6d618,Directed,101.181024758,2021-07-22T20:34:56
0x279d8311094cc91c4bbe06bc7e1a4fc7b42d73ef,0x08a4f7c5b0021ca15d65e410b22825aadc84aba1,Directed,117.369988719,2021-07-22T20:34:56
0xfd77a953f1e829823d29a7bd40571b5ae6e6ce67,0xa4bfa0cdc6bbe03bb90f8be6b80f0fed46271a4c,Directed,115.346368224,2021-07-22T20:34:56
0x1361a45abc727743b551594f27d1ee185178e890,0xa4bfa0cdc6bbe03bb90f8be6b80f0fed46271a4c,Directed,107.049524194,2021-07-22T20:34:56
0x33c2656b7b33461f346f697d998d89a110eb42ef,0x819884634b84b3f9b71abde27ad1c599d8327176,Directed,105.228265748,2021-07-22T20:35:03
0xd49322add203c8e04acdd53b7ff14b5e0ac861d7,0x59d9d3dfcbd4d19da298ee270f0d577727dfaab2,Directed,111.299127234,2021-07-22T20:35:03
0xf3ec442f4bea565cfdc63fb279bbe08aa78e407d,0x9b5f95ffb5cb01723bbd1e8e76f310358351f483,Directed,109.275506738,2021-07-22T20:35:03
0x09549ce242146a2407bbb66b979d64692563bf35,0x37b689a445e096c3f52b334511bf412a610359b9,Directed,109.275506738,2021-07-22T20:35:03
0xf266ec07bced0c64514dc0f7ab1bbc56dc2aff9c,0xdbdb4465314cdf3f92417e2c9af78b4d64062f00,Directed,121.417229709,2021-07-22T20:35:03
0x7675291453daf025cef152bef7296d4ef9d72514,0x0fb7197d933bd9e1f7a69fcc4781b9dff2414f76,Directed,116.358178471,2021-07-22T20:35:08
0x7177cc2afee84a02ede8aed6a682558e2c1cf7ac,0x367ee654432e0bf0a79c551bae7e3ac03d6364bd,Directed,109.275506738,2021-07-22T20:35:32
0xd49322add203c8e04acdd53b7ff14b5e0ac861d7,0x2072d18a60ad4040cedb5a7fd3a0d09da3d5e4dd,Directed,101.181024758,2021-07-22T20:35:32
0x02736d5c8dcea65539993d143a3de90cebca9c3c,0xf9f56b6dc4c297b0d942b0e03f7e67d6dd0ed7be,Directed,101.181024758,2021-07-22T20:35:45
0x081591764a13e72aeb6bed098e7da34063ea8ac4,0x7ea57883d95d470967808adc230194a78780bdfd,Directed,179.69749997,2021-07-22T20:35:45
0x343f43f69b26f44cfc1206e5b11bc0bfb3a1188a,0x9b5f95ffb5cb01723bbd1e8e76f310358351f483,Directed,116.358178471,2021-07-22T20:35:45
0x5eb3c1f4f478bcbeba5aa02d293fd7a1a9b0ec07,0xffa9ec7cae97804afedcc6cfce00297cd927c66b,Directed,111.299127234,2021-07-22T20:36:32
0xdc49b03f8c565494b3f5608b7b0edb322e0de476,0xe0b03e87830219ea34c543ca933edda883011b49,Directed,115.346368224,2021-07-22T20:36:32
0xd49322add203c8e04acdd53b7ff14b5e0ac861d7,0xd4a58cc234178a65bab516ad440dc690fa582e03,Directed,101.181024758,2021-07-22T20:36:32
0x4d239076f0063ec649a5fe23c9b03f0eea62b03c,0x37b689a445e096c3f52b334511bf412a610359b9,Directed,101.181024758,2021-07-22T20:36:41
0x660a0fba384bbad1b6987f81367ec4189ab0249a,0x0fb7197d933bd9e1f7a69fcc4781b9dff2414f76,Directed,107.251886243,2021-07-22T20:36:41
0x279d8311094cc91c4bbe06bc7e1a4fc7b42d73ef,0xc930830064ca8d752cecb3373197ce8673b21c22,Directed,106.240075996,2021-07-22T20:36:41
0x279d8311094cc91c4bbe06bc7e1a4fc7b42d73ef,0x6bad0ddf38f3b9c43bf19d3232e2b4e78a2dcd5b,Directed,107.251886243,2021-07-22T20:36:41
0xbce3bd3b206946abbe094903ae2b4244b52fb4e9,0x45353a4c4680f084dbfe1aa1a290d5a7071b2f45,Directed,115.346368224,2021-07-22T20:36:44
0x5eb3c1f4f478bcbeba5aa02d293fd7a1a9b0ec07,0x912a7354832505c84f908edb0061e8f240594a0e,Directed,107.251886243,2021-07-22T20:36:44
0x7177cc2afee84a02ede8aed6a682558e2c1cf7ac,0xf42bc1a36780275b0b410063546235b8b9b66321,Directed,107.251886243,2021-07-22T20:36:44
0x270c45737830a67f669311ba69e7eae73fb9aed3,0x7ab9e523e532519576b28c9471c56e6b97f28dfc,Directed,97.133783767,2021-07-22T20:36:44
0xb2ae49c0ae0a0cbefb3cd050de7915516d0c3082,0xf42bc1a36780275b0b410063546235b8b9b66321,Directed,107.251886243,2021-07-22T20:36:44
0xdc49b03f8c565494b3f5608b7b0edb322e0de476,0xcba19876ee8225cc54a1b5b3dcc660b40d2dcd66,Directed,103.204645253,2021-07-22T20:36:58
0x270c45737830a67f669311ba69e7eae73fb9aed3,0x6de9393274b9f5ffb6f3b09f9747a519320d6959,Directed,99.157404263,2021-07-22T20:36:58
0xf8a3db410668e79e1179fd54dfec9e78269694c0,0x9b5f95ffb5cb01723bbd1e8e76f310358351f483,Directed,117.369988719,2021-07-22T20:37:11
0x11ba2c5506e69a33e333ff9e9d7174aa52b59093,0x08a4f7c5b0021ca15d65e410b22825aadc84aba1,Directed,117.369988719,2021-07-22T20:37:20
0x4a93a25509947d0744efc310ae23c1a15be7c19b,0x465cb52eca2e14fd4623956db9f5fcc893a97550,Directed,109.073144689,2021-07-22T20:38:16
0xcbf3c9b38003fa550a7bff5206366c1f62480ba7,0x37b689a445e096c3f52b334511bf412a610359b9,Directed,107.049524194,2021-07-22T20:38:16
0x279d8311094cc91c4bbe06bc7e1a4fc7b42d73ef,0x819884634b84b3f9b71abde27ad1c599d8327176,Directed,107.049524194,2021-07-22T20:38:16
0xcbf3c9b38003fa550a7bff5206366c1f62480ba7,0xb9fa656bf6b3328e27529490658015e879f71b6b,Directed,107.049524194,2021-07-22T20:38:16
0x270c45737830a67f669311ba69e7eae73fb9aed3,0x535d2fe398d82e682e38275ea0093fd963847a9d,Directed,101.181024758,2021-07-22T20:38:30
0xcbf3c9b38003fa550a7bff5206366c1f62480ba7,0x290420874bf65691b98b67d042c06bbc31f85f11,Directed,116.358178471,2021-07-22T20:38:30
0x1361a45abc727743b551594f27d1ee185178e890,0x6a383661945698893c9eba1b4ce62a1ddf6963a9,Directed,100.978662708,2021-07-22T20:38:30
0xcbf3c9b38003fa550a7bff5206366c1f62480ba7,0x290420874bf65691b98b67d042c06bbc31f85f11,Directed,107.251886243,2021-07-22T20:38:35
0xd49322add203c8e04acdd53b7ff14b5e0ac861d7,0xcf95fbe72cab6e0606d9bd2ce44968e46441e9db,Directed,101.181024758,2021-07-22T20:39:02
0x31c81a3dbf8bc8bd953e0755d159d77d17eaa0dd,0x7bf7e492e8248e843d15d43f9c8e804cb8178f3c,Directed,101.181024758,2021-07-22T20:39:02
0xdc8eb8d2d1babd956136b57b0b9f49b433c019e3,0xcf9263a1717384df814cc87eb67d6ad46e629dd5,Directed,121.21486766,2021-07-22T20:39:53
0xf218b8a95de4df783ba34c4eb783b843cc544f77,0x41488921140aea53d5cdf5bf396c3d313ebda973,Directed,113.322747729,2021-07-22T20:39:53
0xa06c0c2b2ce1918a148e5c6ea9f32a374ef44ba8,0x7d2b8640496ff8d9c66ff088db256715b3411b87,Directed,103.204645253,2021-07-22T20:39:53
0x33c2656b7b33461f346f697d998d89a110eb42ef,0xa848e0a67ddbe7c3d62c578cc1a6873af140dfd7,Directed,105.025903699,2021-07-22T20:39:53
0xa06c0c2b2ce1918a148e5c6ea9f32a374ef44ba8,0x37b689a445e096c3f52b334511bf412a610359b9,Directed,103.204645253,2021-07-22T20:39:53
0xb2ae49c0ae0a0cbefb3cd050de7915516d0c3082,0x290420874bf65691b98b67d042c06bbc31f85f11,Directed,99.157404263,2021-07-22T20:39:59
0x279d8311094cc91c4bbe06bc7e1a4fc7b42d73ef,0x8a1ea4167b859645a7f5e028efeb5ad2a4cf2504,Directed,100.978662708,2021-07-22T20:40:22
0xcbf3c9b38003fa550a7bff5206366c1f62480ba7,0x3141f76ef4c7709d978a27b38f2971751f88cf0f,Directed,106.442438045,2021-07-22T20:40:22
0xf522f5ee6363ecec55e93c07103ff87adf841c86,0x3141f76ef4c7709d978a27b38f2971751f88cf0f,Directed,105.228265748,2021-07-22T20:40:35
0x0a2d58e423ba3beadcef9b14b684f52e23aba71e,0x13ff6c84ce051a8450f6de2f34b4cc5666f17fd4,Directed,111.299127234,2021-07-22T20:40:35
0xc2ca2a59f3344e2285b9261213eae1d88ebef273,0x8c8024bf5f90a06cced7d32babccb934942c82f6,Directed,116.358178471,2021-07-22T20:40:46
0xa06c0c2b2ce1918a148e5c6ea9f32a374ef44ba8,0x530cf036ed4fa58f7301a9c788c9806624cefd19,Directed,99.157404263,2021-07-22T20:41:17
0xa06c0c2b2ce1918a148e5c6ea9f32a374ef44ba8,0x589e2115f8644d69523c9399c2a7c6f9e359e29b,Directed,99.157404263,2021-07-22T20:41:27
0x279d8311094cc91c4bbe06bc7e1a4fc7b42d73ef,0x20335c504a4f0d8db934e9f77a67b55e6ae8e1e1,Directed,106.037713946,2021-07-22T20:41:35
0xcbf3c9b38003fa550a7bff5206366c1f62480ba7,0xb0c91f7ebba45bc9d249cea6c07bc1b5a6502152,Directed,119.393609214,2021-07-22T20:41:35
0x660a0fba384bbad1b6987f81367ec4189ab0249a,0x20335c504a4f0d8db934e9f77a67b55e6ae8e1e1,Directed,106.240075996,2021-07-22T20:41:35
0xf218b8a95de4df783ba34c4eb783b843cc544f77,0x8c8024bf5f90a06cced7d32babccb934942c82f6,Directed,109.275506738,2021-07-22T20:41:37
0xcbf3c9b38003fa550a7bff5206366c1f62480ba7,0x20335c504a4f0d8db934e9f77a67b55e6ae8e1e1,Directed,107.251886243,2021-07-22T20:41:37
0xa06c0c2b2ce1918a148e5c6ea9f32a374ef44ba8,0xf42bc1a36780275b0b410063546235b8b9b66321,Directed,99.157404263,2021-07-22T20:41:37
0x33c2656b7b33461f346f697d998d89a110eb42ef,0x6ca49599126abeafd8df62a77e1da6226b83d44b,Directed,103.002283203,2021-07-22T20:41:37
0xf218b8a95de4df783ba34c4eb783b843cc544f77,0x3141f76ef4c7709d978a27b38f2971751f88cf0f,Directed,111.299127234,2021-07-22T20:41:54
0xfd77a953f1e829823d29a7bd40571b5ae6e6ce67,0xd197d72af51969dcb6bbf59622bea6a6ff6c9b3b,Directed,115.346368224,2021-07-22T20:41:54
0xa06c0c2b2ce1918a148e5c6ea9f32a374ef44ba8,0xf42bc1a36780275b0b410063546235b8b9b66321,Directed,99.157404263,2021-07-22T20:41:54
0x33c2656b7b33461f346f697d998d89a110eb42ef,0x589e2115f8644d69523c9399c2a7c6f9e359e29b,Directed,99.157404263,2021-07-22T20:41:59
0xcbf3c9b38003fa550a7bff5206366c1f62480ba7,0x13ff6c84ce051a8450f6de2f34b4cc5666f17fd4,Directed,113.322747729,2021-07-22T20:42:47
0x279d8311094cc91c4bbe06bc7e1a4fc7b42d73ef,0x639bd3079650239a1cc8006234139aa0b4bebbf7,Directed,98.955042213,2021-07-22T20:42:47
0x343f43f69b26f44cfc1206e5b11bc0bfb3a1188a,0x3141f76ef4c7709d978a27b38f2971751f88cf0f,Directed,111.299127234,2021-07-22T20:42:47
0x8b44b14891da20dee9e64cbbce82dcde16826522,0xb2f94130a9d4fec445e32c491963f5481d75e174,Directed,60.708614855,2021-07-22T20:42:51
0x6004df4a6440d89643cc8c37871d5c79745ab711,0x6ca49599126abeafd8df62a77e1da6226b83d44b,Directed,101.181024758,2021-07-22T20:42:53
0x7177cc2afee84a02ede8aed6a682558e2c1cf7ac,0xef936c0f50979c53f3788a96e534a10b4c0001f0,Directed,99.157404263,2021-07-22T20:42:53
0x1eb7b04236b95943dcddfd2e96dbb1ba3b37f44c,0x5ee42438d0d8fc399c94ef3543665e993e847b49,Directed,97.133783767,2021-07-22T20:43:21
0x1e0869938bec687c44dccabb2852a0eab9936fbf,0xffaec35f84921f7290d35f773c66c5149a9cb2e2,Directed,103.204645253,2021-07-22T20:43:21
